workflow_id	workflow_name	read_layout	workflow_total_duration	download_duration	processing_duration	instance_type	status	run_id	cpu	mem	cache	blkio
b9f8208	hisat2-stringtie	PAIRED	101.0	1.420149903	99.579850097	c5.2xlarge	success	SRR4250750	785.256826198243	9902235648	5117796352	4671578112
461e8ee	hisat2-stringtie	PAIRED	424.0	2.487346409	421.512653591	c5.2xlarge	success	SRR2932901	787.951792817955	7249924096	2431356928	1205075968
d39aa7f	hisat2-stringtie	PAIRED	717.0	4.116092341	712.883907659	c5.2xlarge	success	ERR204893	794.451917602996	10907009024	6065741824	4932296704
69d7bc3	hisat2-stringtie	SINGLE	103.0	0.692202003	102.307797997	c5.2xlarge	success	SRR4428678	753.4994237	10043715584	5279178752	4671901696
927373f	hisat2-stringtie	SINGLE	1284.0	0.916499956	1283.083500044	c5.2xlarge	success	SRR4250750	757.823953425345	7602081792	2906124288	4689362944
e7172e4	hisat2-stringtie	SINGLE	775.0	8.172572119	766.827427881	c5.2xlarge	success	ERR204893	792.5566533	11012243456	6182096896	5242511360
47e754f	tophat2-cufflinks	PAIRED	967.0	0.86103865	966.13896135	c5.2xlarge	success	SRR4250750	796.235032490613	11155390464	7004672000	6322356224
0da5653	tophat2-cufflinks	SINGLE	4921.0	4.140423701	4916.859576299	c5.2xlarge	success	SRR2932901	665.341620873908	12784709632	9260752896	12000964608
a104855	tophat2-cufflinks	SINGLE	939.0	1.649514846	937.350485154	c5.2xlarge	success	SRR5168756	631.638343819095	11563429888	7037349888	6423310336
531d085	tophat2-cufflinks	SINGLE	1407.0	0.820200769	1406.179799231	c5.2xlarge	success	SRR4428678	749.978979076155	11231010816	7199121408	6390611968
5003680	hisat2-cufflinks	PAIRED	677.0	2.298034125	674.701965875	c5.2xlarge	success	SRR2932901	794.536344079602	8862588928	4031827968	2113884160
fc579fb	hisat2-cufflinks	PAIRED	924.0	4.140025956	919.859974044	c5.2xlarge	success	ERR204893	798.8007213	10828513280	5983322112	4652572672
444fbf6	hisat2-cufflinks	SINGLE	486.0	1.93758937	484.06241063	c5.2xlarge	success	SRR5023408	796.022369613948	8866340864	4079874048	4227428352
0fbf87e	hisat2-cufflinks	SINGLE	480.0	3.903637439	476.096362561	c5.2xlarge	success	SRR4241930	766.2425185	7950241792	3142291456	3829420032
9b11f78	hisat2-cufflinks	SINGLE	1091.0	4.009879063	1086.990120937	c5.2xlarge	success	ERR204893	798.2563401	11499507712	6653415424	6412156928
97fccea	tophat2-cufflinks	PAIRED	3144.0	2.316975121	3141.683024879	c5.2xlarge	success	SRR5185518	798.4059698	12315377664	7045681152	10665512960
b6668e1	tophat2-cufflinks	PAIRED	1008.0	1.298826576	1006.701173424	c5.2xlarge	success	SRR5168756	636.240815261845	12109594624	7420395520	6562795520
a2ca0d0	salmon	SINGLE	67.0	0	67.0	c5.2xlarge	success	SRR5185518	799.681073541927	493719552	323444736	61440
937e7c9	salmon	SINGLE	178.0	0	178.0	c5.2xlarge	success	ERR204893	798.5337762	6256934912	1569841152	1815511040
466b591	hisat2-stringtie	PAIRED	90.0	1.133165164	88.866834836	c5.2xlarge	success	SRR4250750	99.877159051186	56901632	55787520	196608
4fd338d	hisat2-stringtie	PAIRED	304.0	2.356137553	301.643862447	c5.2xlarge	success	SRR5023408	801.0114638	7255035904	2446303232	1204924416
c869fb6	hisat2-stringtie	PAIRED	217.0	2.389912996	214.610087004	c5.2xlarge	success	SRR5185518	798.017297733499	6764961792	1945079808	1204588544
ca0bd56	tophat2-cufflinks	PAIRED	969.0	0.299576608	968.700423392	c5.2xlarge	success	SRR4250750	698.301864975124	10962571264	6905663488	6306426880
8337fc5	tophat2-cufflinks	SINGLE	2533.0	3.844090571	2529.155909429	c5.2xlarge	success	SRR4241930	797.551382871411	10241232896	6477942784	4530659328
e213a41	star-stringtie	SINGLE	7.0	0.788889229	6.2111107709999995	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
e73d368	salmon	PAIRED	111.0	0	111.0	c5.2xlarge	success	SRR2932901	798.1305882	847945728	792178688	126976
7db084d	salmon	PAIRED	26.0	0	26.0	c5.2xlarge	success	SRR4250750	0	0	0	0
e114be2	kallisto	SINGLE	432.0	0	432.0	c5.2xlarge	success	SRR2567462	796.988798716049	3817975808	998887424	0
ea972af	hisat2-cufflinks	PAIRED	687.0	3.242591678	683.757408322	c5.2xlarge	success	SRR2932901	801.3540097	8145137664	3326427136	2037469184
53ab027	hisat2-cufflinks	PAIRED	458.0	1.990860953	456.009139047	c5.2xlarge	success	SRR5023408	798.7788827	9564348416	4765769728	4137308160
82bafba	hisat2-cufflinks	PAIRED	454.0	4.885839425	449.114160575	c5.2xlarge	success	SRR4241930	748.749412496863	7613100032	2800967680	3735195648
fa7eb34	hisat2-cufflinks	SINGLE	480.0	5.197597238	474.802402762	c5.2xlarge	success	SRR4241930	796.511035511222	8225394688	3403808768	3815731200
388850d	tophat2-cufflinks	PAIRED	5131.0	4.452452939	5126.547547061	c5.2xlarge	success	SRR2567462	798.8149982	12570353664	8758362112	14739083264
67a5045	tophat2-cufflinks	PAIRED	1025.0	0.489463288	1024.510536712	c5.2xlarge	success	SRR5168756	701.092650732919	10281025536	7140823040	6949236736
f009637	salmon	SINGLE	121.0	0	121.0	c5.2xlarge	success	SRR2932901	799.2550492	4698673152	393199616	0
b1467e8	salmon	SINGLE	35.0	0	35.0	c5.2xlarge	success	SRR5168756	0	0	0	0
9e0a0dc	salmon	SINGLE	175.0	0	175.0	c5.2xlarge	success	ERR204893	798.8446141	6257569792	1607360512	1867218944
a0e4bdc	hisat2-stringtie	SINGLE	93.0	0.936071849	92.063928151	c5.2xlarge	success	SRR4428678	85.8235835616438	558866432	380268544	380252160
3e1447a	hisat2-stringtie	SINGLE	263.0	5.002477772	257.997522228	c5.2xlarge	success	SRR4241930	792.737673631841	6691389440	1866072064	588451840
daada5c	hisat2-stringtie	SINGLE	290.0	2.791226165	287.208773835	c5.2xlarge	success	SRR5023408	794.875971343283	7148224512	2361024512	1204985856
57c4237	salmon	PAIRED	187.0	0	187.0	c5.2xlarge	success	SRR2567462	799.23769605985	3398356992	802353152	16384
ff7c5a1	kallisto	PAIRED	66.0	0	66.0	c5.2xlarge	success	SRR4428678	99.7483024438903	3809693696	0	0
5cdacfe	kallisto	PAIRED	356.0	0	356.0	c5.2xlarge	success	ERR204893	792.176720795031	3956879360	755503104	50085888
f71d278	salmon	SINGLE	114.0	0	114.0	c5.2xlarge	success	SRR5023408	797.801365992509	728043520	667901952	7110656
da21091	kallisto	SINGLE	148.0	0	148.0	c5.2xlarge	success	SRR5185518	99.9971543	3916099584	0	0
fa566a4	kallisto	SINGLE	369.0	0	369.0	c5.2xlarge	success	ERR204893	799.0060391	3818868736	1362735104	0
1d3cbfe	hisat2-cufflinks	PAIRED	182.0	0.89404243	181.10595757	c5.2xlarge	success	SRR4250750	668.920368478803	2417954816	309989376	1019904
4c17294	hisat2-stringtie	PAIRED	700.0	4.188035207	695.811964793	c5.2xlarge	success	SRR2567462	798.9220702	9337688064	4472954880	4336836608
8fae460	hisat2-cufflinks	SINGLE	743.0	3.228411466	739.771588534	c5.2xlarge	success	SRR2932901	799.467102222222	8128040960	3316711424	2071429120
3dd0635	hisat2-cufflinks	SINGLE	228.0	1.504100231	226.495899769	c5.2xlarge	success	SRR5168756	617.361866171004	2711265280	1224552448	1224667136
d609f6b	hisat2-cufflinks	SINGLE	416.0	1.993531358	414.006468642	c5.2xlarge	success	SRR5185518	795.294347795766	6706384896	1903194112	404643840
90b3544	tophat2-cufflinks	PAIRED	1017.0	1.286387926	1015.713612074	c5.2xlarge	success	SRR5168756	795.585575721393	10214690816	6042591232	6944350208
e777b23	tophat2-cufflinks	PAIRED	3124.0	2.079369118	3121.920630882	c5.2xlarge	success	SRR5185518	797.679600995025	11657699328	6312148992	8028811264
9f917a7	tophat2-cufflinks	PAIRED	978.0	1.114055081	976.885944919	c5.2xlarge	success	SRR4250750	687.31135732342	10958229504	6906986496	6307409920
3214c03	tophat2-cufflinks	PAIRED	4385.0	5.374802909	4379.625197091	c5.2xlarge	success	ERR204893	796.071498082192	12863778816	7456354304	19857428480
fd4ca74	hisat2-cufflinks	PAIRED	215.0	0.795966798	214.204033202	c5.2xlarge	success	SRR4428678	777.430546666667	7203262464	2431229952	4135211008
3850b52	star-stringtie	SINGLE	61.0	3.526873984	57.473126016	c5.2xlarge	success,failed	SRR2932901	11.1263816476553	5054058496	5053059072	0
2203293	star-cufflinks	SINGLE	6.0	0.320643589	5.679356411	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
368557d	star-stringtie	SINGLE	143.0	4.759593588	138.240406412	c5.2xlarge	success,failed	ERR204893	0.752637096370463	5744443392	5743915008	948613120
73f8b45	salmon	PAIRED	109.0	0	109.0	c5.2xlarge	success	SRR5023408	798.248676654182	2943348736	68755456	253952
310cc58	salmon	PAIRED	34.0	0	34.0	c5.2xlarge	success	SRR5168756	0	0	0	0
003a474	salmon	SINGLE	207.0	0	207.0	c5.2xlarge	success	SRR2567462	791.467160348692	5548670976	837304320	1006133248
1521822	kallisto	SINGLE	70.0	0	70.0	c5.2xlarge	success	SRR4428678	99.6248028891656	3809955840	0	0
093be14	kallisto	SINGLE	63.0	0	63.0	c5.2xlarge	success	SRR4250750	62.6048631840796	3785744384	563335168	563343360
b56fed6	hisat2-stringtie	PAIRED	298.0	5.64531486	292.35468514	c5.2xlarge	success	SRR4241930	788.4307437	8365649920	3544928256	3655057408
031ea92	hisat2-stringtie	PAIRED	103.0	0.982753247	102.017246753	c5.2xlarge	success	SRR4428678	99.9984182227785	39596032	38522880	1912832
c817216	hisat2-stringtie	PAIRED	427.0	2.946364917	424.053635083	c5.2xlarge	success	SRR2932901	789.973537833126	7225290752	2407641088	1016668160
c6d6fa1	star-cufflinks	PAIRED	175.0	19.698502609	155.301497391	c5.2xlarge	success,failed	SRR2567462	2.74562994974874	8970833920	8952430592	3830108160
5cb16e3	star-cufflinks	PAIRED	57.0	2.154855781	54.845144219	c5.2xlarge	success,failed	SRR5023408	0	0	0	0
6a7b908	star-stringtie	PAIRED	36.0	2.382766498	33.617233502	c5.2xlarge	success,failed	SRR5185518	0	0	0	0
387ecc1	star-cufflinks	SINGLE	34.0	2.354689011	31.645310989	c5.2xlarge	success,failed	SRR5185518	0	0	0	0
1144f1b	star-stringtie	SINGLE	7.0	1.11252901	5.88747099	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
4d4439e	star-stringtie	SINGLE	6.0	0.747676519	5.252323481	c5.2xlarge	success,failed	SRR4428678	0	0	0	0
1e52769	hisat2-cufflinks	PAIRED	409.0	1.677337572	407.322662428	c5.2xlarge	success	SRR4241930	795.121499900497	7696957440	2877886464	3722227712
d2b32d4	hisat2-cufflinks	PAIRED	208.0	1.425281974	206.574718026	c5.2xlarge	success	SRR5168756	772.440346468401	7903285248	3115024384	4656914432
538994f	hisat2-cufflinks	SINGLE	238.0	1.487648237	236.512351763	c5.2xlarge	success	SRR5168756	475.59874592686	6438252544	3109515264	3277221888
a6cee50	hisat2-cufflinks	SINGLE	207.0	1.019973078	205.980026922	c5.2xlarge	success	SRR4250750	699.636124134496	2152296448	269328384	0
5ea0ea1	tophat2-cufflinks	PAIRED	2730.0	5.303286791	2724.696713209	c5.2xlarge	success	SRR4241930	795.5503314	10778017792	5879177216	6267564032
0530173	tophat2-cufflinks	PAIRED	1511.0	1.110088462	1509.889911538	c5.2xlarge	success	SRR4428678	674.639079848293	10791616512	6794559488	6948933632
10ff032	star-stringtie	PAIRED	9.0	1.491357707	7.508642293	c5.2xlarge	success,failed	SRR5168756	0	0	0	0
1493c73	star-cufflinks	SINGLE	7.0	0.312543953	6.687456047	c5.2xlarge	success,failed	SRR4428678	0	0	0	0
39a9710	star-cufflinks	SINGLE	64.0	7.340871096	56.659128904	c5.2xlarge	success,failed	SRR4241930	784.447462161491	1385476096	1155289088	0
0147c56	hisat2-stringtie	PAIRED	90.0	1.140267135	88.859732865	c5.2xlarge	success	SRR4250750	26.646178019802	8910295040	4188418048	4188418048
3f397aa	hisat2-stringtie	SINGLE	93.0	0.284744337	92.715255663	c5.2xlarge	success	SRR4250750	596.978088468244	641380352	74383360	163606528
7b19266	star-cufflinks	PAIRED	18.0	0.844375652	17.155624348	c5.2xlarge	success,failed	SRR4428678	0	0	0	0
cb1ccd5	salmon	PAIRED	22.0	0	22.0	c5.2xlarge	success	SRR4250750	0	0	0	0
3c80028	kallisto	PAIRED	235.0	0	235.0	c5.2xlarge	success	SRR4241930	99.8711431710362	3975180288	389120	0
aeacae0	kallisto	PAIRED	56.0	0	56.0	c5.2xlarge	success	SRR4250750	742.7115840801	174936064	33660928	0
07e2c54	kallisto	PAIRED	422.0	0	422.0	c5.2xlarge	success	SRR2567462	793.239291741294	3815968768	845942784	0
46926cf	salmon	SINGLE	115.0	0	115.0	c5.2xlarge	success	SRR5023408	798.454459975093	681574400	621072384	0
badccac	kallisto	SINGLE	255.0	0	255.0	c5.2xlarge	success	SRR2932901	795.527222	3918225408	442634240	0
879abff	hisat2-stringtie	PAIRED	228.0	3.584952076	224.415047924	c5.2xlarge	success	SRR5185518	778.266416420526	6129537024	1326866432	1204596736
9a6a966	hisat2-stringtie	PAIRED	675.0	4.455405154	670.544594846	c5.2xlarge	success	SRR2567462	797.775795721393	10830020608	5960441856	4742201344
6d6fb2b	hisat2-stringtie	PAIRED	279.0	7.572957249	271.427042751	c5.2xlarge	success	SRR4241930	795.859185952677	6022348800	1236701184	1204858880
a11ef76	tophat2-cufflinks	SINGLE	2896.0	2.727484288	2893.272515712	c5.2xlarge	success	SRR5185518	796.68274212766	11447201792	7138922496	8059277312
f0c6dfe	tophat2-cufflinks	SINGLE	4042.0	3.178497928	4038.821502072	c5.2xlarge	success	ERR204893	795.932498231631	12692172800	8548470784	16495575040
2270c9e	tophat2-cufflinks	SINGLE	944.0	2.059696594	941.940303406	c5.2xlarge	success	SRR5168756	798.334124732254	10144882688	6194241536	6812524544
e14caf7	tophat2-cufflinks	SINGLE	873.0	0.347544239	872.652455761	c5.2xlarge	success	SRR4250750	792.108460876095	10166906880	7329038336	6702526464
da5dade	star-stringtie	PAIRED	138.0	5.442055588	132.557944412	c5.2xlarge	success,failed	SRR2567462	54.9371504269082	11569352704	11568336896	31965184
8756c3b	star-stringtie	PAIRED	50.0	1.576329664	48.423670336	c5.2xlarge	success,failed	SRR5023408	0	0	0	0
ecdb612	hisat2-cufflinks	PAIRED	322.0	3.098984587	318.901015413	c5.2xlarge	success	SRR5185518	787.724156521739	5866532864	1068945408	299622400
d7c24e9	hisat2-cufflinks	PAIRED	406.0	5.888414071	400.111585929	c5.2xlarge	success	SRR4241930	797.323934781523	8724692992	3901853696	3945955328
e3b48f0	hisat2-cufflinks	PAIRED	204.0	0.853700464	203.146299536	c5.2xlarge	success	SRR4428678	648.120479400749	2845847552	969175040	733745152
ad0c561	hisat2-cufflinks	SINGLE	735.0	3.742145306	731.257854694	c5.2xlarge	success	SRR2932901	772.370427965044	9044406272	4206706688	2259701760
52510ba	hisat2-cufflinks	SINGLE	228.0	2.271144969	225.728855031	c5.2xlarge	success	SRR5168756	627.96426886392	2511183872	846893056	788140032
23d48aa	hisat2-cufflinks	SINGLE	199.0	0.714490832	198.285509168	c5.2xlarge	success	SRR4428678	772.809137843866	7242117120	2476310528	4133380096
fe0d1a2	hisat2-cufflinks	SINGLE	200.0	0.952774136	199.047225864	c5.2xlarge	success	SRR4250750	733.686674543179	3409891328	1704734720	1704751104
5f297d3	tophat2-cufflinks	PAIRED	3152.0	2.936289635	3149.063710365	c5.2xlarge	success	SRR5185518	795.5762219	11679539200	6721101824	8272699392
069ec37	tophat2-cufflinks	PAIRED	968.0	1.079091247	966.920908753	c5.2xlarge	success	SRR4250750	716.327898181818	9374609408	6899126272	6298562560
ff1afeb	hisat2-cufflinks	PAIRED	920.0	5.704258275	914.295741725	c5.2xlarge	success	ERR204893	797.42780238806	10464047104	5626036224	4979638272
dcdbe93	star-cufflinks	PAIRED	64.0	2.926891235	61.073108765	c5.2xlarge	success,failed	SRR2932901	10.9899252591656	5128052736	5127077888	0
81cdd8d	star-cufflinks	PAIRED	60.0	2.506925059	57.493074941	c5.2xlarge	success,failed	SRR5023408	0	0	0	0
02a78a6	star-cufflinks	PAIRED	57.0	4.194697191	52.805302809	c5.2xlarge	success,failed	SRR4241930	10.7637735524652	3642986496	3641937920	0
5834355	star-cufflinks	PAIRED	143.0	4.472864701	138.527135299	c5.2xlarge	success,failed	ERR204893	6.75078914072229	7554691072	7542960128	2788876288
1c14fe1	star-cufflinks	SINGLE	10.0	1.195339624	8.804660376	c5.2xlarge	success,failed	SRR5168756	0	0	0	0
16486de	star-cufflinks	SINGLE	139.0	4.468873905	134.531126095	c5.2xlarge	success,failed	ERR204893	0.929621845386534	7443566592	7443042304	2297249792
6397343	salmon	PAIRED	121.0	0	121.0	c5.2xlarge	success	SRR2932901	798.967449875312	4598718464	170258432	0
719997a	salmon	SINGLE	23.0	0	23.0	c5.2xlarge	success	SRR4428678	0	0	0	0
604ad79	hisat2-stringtie	PAIRED	114.0	1.342975019	112.657024981	c5.2xlarge	success	SRR5168756	94.7884964	8378368000	4143964160	4167274496
b18268d	hisat2-stringtie	PAIRED	101.0	0.982559127	100.017440873	c5.2xlarge	success	SRR4428678	790.190644711779	8873951232	4103426048	3706245120
1f39c94	hisat2-stringtie	PAIRED	753.0	5.587544113	747.412455887	c5.2xlarge	success	ERR204893	795.960212034956	10975715328	6129729536	5016023040
aa7d0a0	hisat2-stringtie	SINGLE	657.0	4.70401706	652.29598294	c5.2xlarge	success	SRR2567462	796.307420648379	10943553536	6097387520	4721442816
5c90989	hisat2-stringtie	SINGLE	92.0	0.896681219	91.103318781	c5.2xlarge	success	SRR4250750	90.2107913540373	685576192	584478720	584478720
0023aff	star-stringtie	SINGLE	59.0	3.056502048	55.943497952	c5.2xlarge	success,failed	SRR2932901	0	0	0	0
0456120	star-stringtie	SINGLE	7.0	0.373989269	6.626010731	c5.2xlarge	success,failed	SRR4428678	0	0	0	0
1ef2472	kallisto	PAIRED	142.0	0	142.0	c5.2xlarge	success	SRR5185518	793.263479750934	3816509440	285896704	90112
653e832	kallisto	PAIRED	74.0	0	74.0	c5.2xlarge	success	SRR5168756	99.9943547	3901554688	90284032	90284032
6c5fc32	tophat2-cufflinks	PAIRED	964.0	0.371335101	963.628664899	c5.2xlarge	success	SRR4250750	683.29885618929	9387405312	6905257984	6304702464
060afd4	tophat2-cufflinks	PAIRED	1492.0	0.767658197	1491.232341803	c5.2xlarge	success	SRR4428678	680.502033604061	10684641280	6766563328	6948605952
c6fbabe	tophat2-cufflinks	PAIRED	4474.0	14.786280321	4459.213719679	c5.2xlarge	success	ERR204893	788.78476124844	12839182336	7722704896	19834961920
9329cd1	tophat2-cufflinks	SINGLE	3198.0	3.131531204	3194.868468796	c5.2xlarge	success	SRR5185518	798.2430443	11501543424	7092117504	7222333440
e8a2f5b	tophat2-cufflinks	SINGLE	2619.0	6.673125309	2612.326874691	c5.2xlarge	success	SRR4241930	642.2183779	10257149952	6655569920	4629352448
2848f95	tophat2-cufflinks	SINGLE	4520.0	2.436906371	4517.563093629	c5.2xlarge	success	SRR5023408	796.513449088639	9523302400	5962813440	5308719104
8edd3cf	star-stringtie	PAIRED	11.0	1.936167631	9.063832369	c5.2xlarge	success,failed	SRR5168756	0	0	0	0
852426a	star-stringtie	PAIRED	108.0	4.852362053	103.14763794699999	c5.2xlarge	success,failed	ERR204893	10.960131010101	10397011968	10396205056	14761984
26b230d	star-stringtie	SINGLE	56.0	1.994629947	54.005370053	c5.2xlarge	success,failed	SRR4241930	0	0	0	0
ae9533f	hisat2-cufflinks	PAIRED	664.0	2.774544464	661.225455536	c5.2xlarge	success	SRR2932901	766.158604688279	8243593216	3423760384	2113048576
203d2d2	hisat2-cufflinks	PAIRED	326.0	1.838302319	324.161697681	c5.2xlarge	success	SRR5185518	775.672476811955	5844070400	1046347776	238845952
491ffb6	hisat2-cufflinks	PAIRED	934.0	3.161974659	930.838025341	c5.2xlarge	success	ERR204893	800.0315313	11442679808	6602403840	4693893120
6b891cc	hisat2-cufflinks	SINGLE	233.0	1.338209451	231.661790549	c5.2xlarge	success	SRR5168756	794.261072718204	2424840192	782135296	583335936
e0442a3	hisat2-cufflinks	SINGLE	1129.0	10.074338308	1118.925661692	c5.2xlarge	success	ERR204893	796.602826267166	11360157696	6513737728	4771930112
f4d8659	star-cufflinks	SINGLE	157.0	3.151799812	153.848200188	c5.2xlarge	success,failed	SRR2567462	1.02999900497512	9288638464	9278418944	4398432256
ccb14b3	star-cufflinks	SINGLE	30.0	2.337211416	27.662788584	c5.2xlarge	success,failed	SRR5185518	0	0	0	0
b74e71d	star-cufflinks	SINGLE	7.0	0.368846808	6.631153192	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
6e8fc81	star-cufflinks	SINGLE	143.0	3.559365609	139.440634391	c5.2xlarge	success,failed	ERR204893	12.2470209713574	7486001152	7478632448	2720866304
5d00671	star-cufflinks	PAIRED	62.0	8.31359564	53.68640436	c5.2xlarge	success,failed	SRR4241930	56.4254418274112	2939678720	2773270528	0
f8e2837	star-cufflinks	PAIRED	8.0	1.745043812	6.2549561879999995	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
8f8c507	salmon	PAIRED	115.0	0	115.0	c5.2xlarge	success	SRR5023408	797.656389286608	5054369792	525893632	598859776
498d06a	salmon	PAIRED	33.0	0	33.0	c5.2xlarge	success	SRR5168756	0	0	0	0
05b743d	salmon	PAIRED	199.0	0	199.0	c5.2xlarge	success	SRR2567462	798.2682888	5176537088	995975168	821600256
1e3424a	salmon	PAIRED	27.0	0	27.0	c5.2xlarge	success	SRR4250750	60.498773902133	4029284352	753213440	753213440
c20d121	kallisto	PAIRED	391.0	0	391.0	c5.2xlarge	success	ERR204893	797.225952958802	4359528448	1221345280	460730368
cba4e75	salmon	SINGLE	92.0	0	92.0	c5.2xlarge	success	SRR4241930	517.139501922597	1085657088	1084452864	0
1cbd465	kallisto	SINGLE	82.0	0	82.0	c5.2xlarge	success	SRR5168756	100.27079011236	3341533184	118988800	118988800
c0064a7	kallisto	PAIRED	441.0	0	441.0	c5.2xlarge	success	SRR2567462	798.4375544	4757626880	1291300864	898465792
fe7ec05	hisat2-cufflinks	PAIRED	179.0	0.922313663	178.077686337	c5.2xlarge	success	SRR4250750	668.916266171004	2998820864	1499107328	1499074560
47f902f	hisat2-stringtie	PAIRED	237.0	2.854702724	234.145297276	c5.2xlarge	success	SRR5185518	790.791197605985	6248390656	1441095680	613564416
c9a56c4	hisat2-stringtie	PAIRED	301.0	2.541648428	298.458351572	c5.2xlarge	success	SRR5023408	799.213051	6672506880	1877078016	1204826112
f1aa93e	hisat2-cufflinks	SINGLE	197.0	0.723816878	196.276183122	c5.2xlarge	success	SRR4428678	367.130640100629	3106357248	1019793408	690278400
de28dd8	hisat2-stringtie	SINGLE	308.0	2.156682801	305.843317199	c5.2xlarge	success	SRR5023408	794.5300372	7334445056	2547511296	547229696
2f94496	hisat2-stringtie	SINGLE	450.0	2.97045722	447.02954278	c5.2xlarge	success	SRR2932901	760.154684444444	8365555712	3559997440	3654930432
379af56	tophat2-cufflinks	PAIRED	2654.0	5.022215128	2648.977784872	c5.2xlarge	success	SRR4241930	793.357195505618	10916569088	5973909504	4802048000
5a35699	tophat2-cufflinks	PAIRED	4353.0	3.982669812	4349.017330188	c5.2xlarge	success	ERR204893	795.4576846	12834557952	7386718208	15717044224
203b22b	tophat2-cufflinks	SINGLE	4508.0	2.682394005	4505.317605995	c5.2xlarge	success	SRR5023408	798.9277937	10323316736	7032188928	5665153024
8479ed3	star-stringtie	PAIRED	6.0	0.539597475	5.460402525	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
bd591e6	hisat2-cufflinks	PAIRED	321.0	2.099191658	318.900808342	c5.2xlarge	success	SRR5185518	800.9354949	6586036224	1775702016	227823616
d22fd0d	hisat2-cufflinks	PAIRED	217.0	0.8591959	216.1408041	c5.2xlarge	success	SRR4428678	784.827783670412	6984945664	2218614784	4150194176
64a950b	star-cufflinks	PAIRED	6.0	0.385591798	5.614408202	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
5f44ce9	star-cufflinks	SINGLE	7.0	1.090845428	5.909154572	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
a2f0b2a	salmon	PAIRED	66.0	0	66.0	c5.2xlarge	success	SRR5185518	774.965569937578	4671184896	31424512	0
e5aad32	salmon	SINGLE	114.0	0	114.0	c5.2xlarge	success	SRR2932901	798.051689388265	4646694912	172605440	0
6c15b92	salmon	SINGLE	209.0	0	209.0	c5.2xlarge	success	SRR2567462	796.6190558	5734879232	1395986432	1331908608
f57a72c	salmon	SINGLE	23.0	0	23.0	c5.2xlarge	success	SRR4428678	330.643958994975	4543840256	31875072	0
ef594d3	salmon	SINGLE	115.0	0	115.0	c5.2xlarge	success	SRR5023408	800.060174518148	628486144	568602624	7634944
5434c0c	hisat2-stringtie	SINGLE	97.0	0.594844809	96.405155191	c5.2xlarge	success	SRR4428678	324.638598204489	7241265152	3075072000	3085291520
923f791	hisat2-stringtie	SINGLE	289.0	2.725535056	286.274464944	c5.2xlarge	success	SRR5023408	794.780636716418	7205191680	2413449216	1204793344
b47f994	hisat2-stringtie	SINGLE	91.0	1.095802659	89.904197341	c5.2xlarge	success	SRR4250750	92.1294081398252	157237248	133857280	133853184
a5e1d1a	hisat2-stringtie	SINGLE	739.0	4.071437092	734.928562908	c5.2xlarge	success	ERR204893	794.410488169365	9962745856	4621660160	7762862080
e5fe5fb	hisat2-stringtie	SINGLE	107.0	1.374946347	105.625053653	c5.2xlarge	success	SRR5168756	798.9169072	336752640	161624064	10641408
527ec93	salmon	PAIRED	187.0	0	187.0	c5.2xlarge	success	SRR2567462	683.234095619524	4703604736	1392963584	0
2d78aa0	kallisto	PAIRED	313.0	0	313.0	c5.2xlarge	success	SRR5023408	794.426508493151	3811139584	516923392	0
4dfe5b3	kallisto	PAIRED	344.0	0	344.0	c5.2xlarge	success	ERR204893	794.934055691158	3848622080	649625600	31789056
1a640d3	kallisto	SINGLE	73.0	0	73.0	c5.2xlarge	success	SRR5168756	800.141176729089	3954868224	97214464	0
4a27805	hisat2-cufflinks	SINGLE	246.0	4.625249111	241.374750889	c5.2xlarge	success	SRR5168756	654.307146500623	2993057792	1497313280	1497321472
80b0e9a	hisat2-cufflinks	SINGLE	519.0	2.129311104	516.870688896	c5.2xlarge	success	SRR5023408	797.121522487562	8355160064	3575857152	4208214016
43e4c34	tophat2-cufflinks	PAIRED	4663.0	2.815468579	4660.184531421	c5.2xlarge	success	SRR5023408	797.611273508115	11582513152	6749130752	9017282560
313fea3	tophat2-cufflinks	PAIRED	5207.0	2.872945164	5204.127054836	c5.2xlarge	success	SRR2932901	798.3685954	12748902400	7813591040	17651834880
13c814a	tophat2-cufflinks	PAIRED	3128.0	3.401536846	3124.598463154	c5.2xlarge	success	SRR5185518	790.434320797011	11666640896	6300753920	8035467264
b2661a7	tophat2-cufflinks	SINGLE	2907.0	2.090053963	2904.909946037	c5.2xlarge	success	SRR5185518	795.599949688667	11992158208	7456079872	7219617792
eef4949	tophat2-cufflinks	SINGLE	872.0	0.371324267	871.628675733	c5.2xlarge	success	SRR4250750	653.532205628141	10218438656	7425593344	6699556864
e7472be	star-stringtie	PAIRED	6.0	0.398752994	5.601247006	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
6355c6f	star-cufflinks	PAIRED	6.0	0.295043485	5.704956515	c5.2xlarge	success,failed	SRR4250750	0	0	0	0
